Keyword;URL;Fecha;Pais;Categoria;Subcategoria;Personaje;Marca;Semana;Keyword3;Grupo/Empresa/owner derechos;Franquicia;Sub-Franquicia;Contenido;Personaje2
conjunto nike hombre;https://listado.mercadolibre.com.ar/conjunto-nike-hombre#trend;2022-08-26;Argentina;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;conjunto nike hombre;;;;;
bolso deportivo mujer;https://listado.mercadolibre.com.ar/bolso-deportivo-mujer#trend;2022-08-26;Argentina;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;bolso deportivo mujer;;;;;
conjuntos deportivos;https://listado.mercadolibre.com.ar/conjuntos-deportivos#trend;2022-08-26;Argentina;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;conjuntos deportivos;;;;;
bolso deportivo;https://listado.mercadolibre.com.ar/bolso-deportivo#trend;2022-08-26;Argentina;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;bolso deportivo;;;;;
conjuntos deportivos mujer;https://listado.mercadolibre.com.ar/conjuntos-deportivos-mujer#trend;2022-08-26;Argentina;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;conjuntos deportivos mujer;;;;;
conjunto deportivo mujer;https://listado.mercadolibre.com.ar/conjunto-deportivo-mujer#trend;2022-08-26;Argentina;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;conjunto deportivo mujer;;;;;
top deportivos mujer;https://listado.mercadolibre.com.ar/top-deportivos-mujer#trend;2022-08-26;Argentina;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;top deportivos mujer;;;;;
conjuntos deportivos hombre;https://listado.mercadolibre.com.ar/conjuntos-deportivos-hombre#trend;2022-08-26;Argentina;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;conjuntos deportivos hombre;;;;;
remera deportiva mujer;https://listado.mercadolibre.com.ar/remera-deportiva-mujer#trend;2022-08-26;Argentina;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;remera deportiva mujer;;;;;
conjunto deportivo hombre;https://listado.mercadolibre.com.ar/conjunto-deportivo-hombre#trend;2022-08-26;Argentina;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;conjunto deportivo hombre;;;;;
top academia;https://lista.mercadolivre.com.br/top-academia#trend;2022-08-26;Brasil;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;top academia;;;;;
braçadeira p coleta;https://lista.mercadolivre.com.br/braçadeira-p-coleta#trend;2022-08-26;Brasil;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;braçadeira p coleta;;;;;
conjunto fitness feminino;https://lista.mercadolivre.com.br/conjunto-fitness-feminino#trend;2022-08-26;Brasil;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;conjunto fitness feminino;;;;;
compressao;https://lista.mercadolivre.com.br/compressao#trend;2022-08-26;Brasil;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;compressao;;;;;
top power;https://lista.mercadolivre.com.br/top-power#trend;2022-08-26;Brasil;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;top power;;;;;
top fitness;https://lista.mercadolivre.com.br/top-fitness#trend;2022-08-26;Brasil;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;top fitness;;;;;
roupa de academia feminina;https://lista.mercadolivre.com.br/roupa-de-academia-feminina#trend;2022-08-26;Brasil;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;roupa de academia feminina;;;;;
tapa bumbum fitness;https://lista.mercadolivre.com.br/tapa-bumbum-fitness#trend;2022-08-26;Brasil;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;tapa bumbum fitness;;;;;
top de academia;https://lista.mercadolivre.com.br/top-de-academia#trend;2022-08-26;Brasil;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;top de academia;;;;;
conjunto academia feminino;https://lista.mercadolivre.com.br/conjunto-academia-feminino#trend;2022-08-26;Brasil;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;conjunto academia feminino;;;;;
conjunto de academia feminino;https://lista.mercadolivre.com.br/conjunto-de-academia-feminino#trend;2022-08-26;Brasil;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;conjunto de academia feminino;;;;;
bone nike;https://lista.mercadolivre.com.br/bone-nike#trend;2022-08-26;Brasil;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;bone nike;;;;;
conjunto academia;https://lista.mercadolivre.com.br/conjunto-academia#trend;2022-08-26;Brasil;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;conjunto academia;;;;;
bolsa nike;https://lista.mercadolivre.com.br/bolsa-nike#trend;2022-08-26;Brasil;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;bolsa nike;;;;;
conjunto de academia;https://lista.mercadolivre.com.br/conjunto-de-academia#trend;2022-08-26;Brasil;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;conjunto de academia;;;;;
garrafinha;https://lista.mercadolivre.com.br/garrafinha#trend;2022-08-26;Brasil;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;garrafinha;;;;;
camiseta do flamengo;https://lista.mercadolivre.com.br/camiseta-do-flamengo#trend;2022-08-26;Brasil;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;camiseta do flamengo;;;;;
manguito volei;https://lista.mercadolivre.com.br/manguito-volei#trend;2022-08-26;Brasil;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;manguito volei;;;;;
top feminino academia;https://lista.mercadolivre.com.br/top-feminino-academia#trend;2022-08-26;Brasil;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;top feminino academia;;;;;
conjunto academia feminina;https://lista.mercadolivre.com.br/conjunto-academia-feminina#trend;2022-08-26;Brasil;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;conjunto academia feminina;;;;;
conjunto fitness;https://lista.mercadolivre.com.br/conjunto-fitness#trend;2022-08-26;Brasil;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;conjunto fitness;;;;;
top academia bojo;https://lista.mercadolivre.com.br/top-academia-bojo#trend;2022-08-26;Brasil;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;top academia bojo;;;;;
buzos deportivos mujer;https://listado.mercadolibre.cl/buzos-deportivos-mujer#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;buzos deportivos mujer;;;;;
gorro de satin;https://listado.mercadolibre.cl/gorro-de-satin#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;gorro de satin;;;;;
traje caporal mujer;https://listado.mercadolibre.cl/traje-caporal-mujer#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;traje caporal mujer;;;;;
peto deportivo mujer;https://listado.mercadolibre.cl/peto-deportivo-mujer#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;peto deportivo mujer;;;;;
conjuntos deportivos mujer;https://listado.mercadolibre.cl/conjuntos-deportivos-mujer#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;conjuntos deportivos mujer;;;;;
calcetas adidas;https://listado.mercadolibre.cl/calcetas-adidas#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;calcetas adidas;;;;;
conjunto buzo mujer;https://listado.mercadolibre.cl/conjunto-buzo-mujer#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;conjunto buzo mujer;;;;;
calcetines hombre nike;https://listado.mercadolibre.cl/calcetines-hombre-nike#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;calcetines hombre nike;;;;;
buzo completo niño;https://listado.mercadolibre.cl/buzo-completo-niño#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;buzo completo niño;;;;;
deftones;https://listado.mercadolibre.cl/deftones#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;deftones;;;;;
buzos hombre;https://listado.mercadolibre.cl/buzos-hombre#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;buzos hombre;;;;;
buzo hombre;https://listado.mercadolibre.cl/buzo-hombre#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;buzo hombre;;;;;
ropa deportiva mujer;https://listado.mercadolibre.cl/ropa-deportiva-mujer#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;ropa deportiva mujer;;;;;
ropa deportiva hombre;https://listado.mercadolibre.cl/ropa-deportiva-hombre#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;ropa deportiva hombre;;;;;
calzas deportivas hombres;https://listado.mercadolibre.cl/calzas-deportivas-hombres#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;calzas deportivas hombres;;;;;
calzas hombre deportiva;https://listado.mercadolibre.cl/calzas-hombre-deportiva#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;calzas hombre deportiva;;;;;
pantalon buzo ideal para jugar;https://listado.mercadolibre.cl/pantalon-buzo-ideal-para-jugar#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;pantalon buzo ideal para jugar;;;;;
pantalon buzo estilo plazzo;https://listado.mercadolibre.cl/pantalon-buzo-estilo-plazzo#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;pantalon buzo estilo plazzo;;;;;
calzas trekking mujer;https://listado.mercadolibre.cl/calzas-trekking-mujer#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;calzas trekking mujer;;;;;
panda b5;https://listado.mercadolibre.cl/panda-b5#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;panda b5;;;;;
short hombre licra;https://listado.mercadolibre.cl/short-hombre-licra#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;short hombre licra;;;;;
poleras para deportes merrell;https://listado.mercadolibre.cl/poleras-para-deportes-merrell#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;poleras para deportes merrell;;;;;
buzo niño chiporro;https://listado.mercadolibre.cl/buzo-niño-chiporro#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;buzo niño chiporro;;;;;
guantes gym;https://listado.mercadolibre.cl/guantes-gym#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;guantes gym;;;;;
calcetas deportivas;https://listado.mercadolibre.cl/calcetas-deportivas#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;calcetas deportivas;;;;;
guantes pesas;https://listado.mercadolibre.cl/guantes-pesas#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;guantes pesas;;;;;
jocke era chicago bulls;https://listado.mercadolibre.cl/jocke-era-chicago-bulls#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;jocke era chicago bulls;;;;;
listado buzos para gym;https://listado.mercadolibre.cl/listado-buzos-para-gym#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;listado buzos para gym;;;;;
calcetas nike;https://listado.mercadolibre.cl/calcetas-nike#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;calcetas nike;;;;;
par 64 con aleta;https://listado.mercadolibre.cl/par-64-con-aleta#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;par 64 con aleta;;;;;
buso hombre;https://listado.mercadolibre.cl/buso-hombre#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;buso hombre;;;;;
buzo nike;https://listado.mercadolibre.cl/buzo-nike#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;buzo nike;;;;;
short deportivo mujer;https://listado.mercadolibre.cl/short-deportivo-mujer#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;short deportivo mujer;;;;;
buzo adidas hombre;https://listado.mercadolibre.cl/buzo-adidas-hombre#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;buzo adidas hombre;;;;;
buzo completo hombre;https://listado.mercadolibre.cl/buzo-completo-hombre#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;buzo completo hombre;;;;;
buzos deportivos hombres;https://listado.mercadolibre.cl/buzos-deportivos-hombres#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;buzos deportivos hombres;;;;;
buzo nike hombre;https://listado.mercadolibre.cl/buzo-nike-hombre#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;buzo nike hombre;;;;;
ropa deportiva;https://listado.mercadolibre.cl/ropa-deportiva#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;ropa deportiva;;;;;
buzo adidas;https://listado.mercadolibre.cl/buzo-adidas#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;buzo adidas;;;;;
ropa deporte mujer;https://listado.mercadolibre.cl/ropa-deporte-mujer#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;ropa deporte mujer;;;;;
ropa deportiva de mujer;https://listado.mercadolibre.cl/ropa-deportiva-de-mujer#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;ropa deportiva de mujer;;;;;
primera capa deportiva hombre;https://listado.mercadolibre.cl/primera-capa-deportiva-hombre#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;primera capa deportiva hombre;;;;;
petos deportivos mujer;https://listado.mercadolibre.cl/petos-deportivos-mujer#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;petos deportivos mujer;;;;;
calza deportiva hombre;https://listado.mercadolibre.cl/calza-deportiva-hombre#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;calza deportiva hombre;;;;;
buzos adidas hombre;https://listado.mercadolibre.cl/buzos-adidas-hombre#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;buzos adidas hombre;;;;;
peto deportivo;https://listado.mercadolibre.cl/peto-deportivo#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;peto deportivo;;;;;
buzo puma hombre;https://listado.mercadolibre.cl/buzo-puma-hombre#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;buzo puma hombre;;;;;
buzos hombre adidas;https://listado.mercadolibre.cl/buzos-hombre-adidas#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;buzos hombre adidas;;;;;
buzo deportivo mujer;https://listado.mercadolibre.cl/buzo-deportivo-mujer#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;buzo deportivo mujer;;;;;
buzo deportivo hombre;https://listado.mercadolibre.cl/buzo-deportivo-hombre#trend;2022-08-26;Chile;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;buzo deportivo hombre;;;;;
conjuntos deportivos hombre;https://listado.mercadolibre.com.co/conjuntos-deportivos-hombre#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;conjuntos deportivos hombre;;;;;
camisilla gym;https://listado.mercadolibre.com.co/camisilla-gym#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;camisilla gym;;;;;
conjunto deportivo mujer;https://listado.mercadolibre.com.co/conjunto-deportivo-mujer#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;conjunto deportivo mujer;;;;;
baper cigarro;https://listado.mercadolibre.com.co/baper-cigarro#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;baper cigarro;;;;;
conjunto sudaderas mujer;https://listado.mercadolibre.com.co/conjunto-sudaderas-mujer#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;conjunto sudaderas mujer;;;;;
ropa deportiva mujer;https://listado.mercadolibre.com.co/ropa-deportiva-mujer#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;ropa deportiva mujer;;;;;
sudaderas hombres;https://listado.mercadolibre.com.co/sudaderas-hombres#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;sudaderas hombres;;;;;
leggins deportivos;https://listado.mercadolibre.com.co/leggins-deportivos#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;leggins deportivos;;;;;
sudadera adidas;https://listado.mercadolibre.com.co/sudadera-adidas#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;sudadera adidas;;;;;
licras hombre;https://listado.mercadolibre.com.co/licras-hombre#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;licras hombre;;;;;
lycra deportiva mujer;https://listado.mercadolibre.com.co/lycra-deportiva-mujer#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;lycra deportiva mujer;;;;;
licra deportiva;https://listado.mercadolibre.com.co/licra-deportiva#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;licra deportiva;;;;;
lycra para hombre;https://listado.mercadolibre.com.co/lycra-para-hombre#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;lycra para hombre;;;;;
muñequeras para calistenia;https://listado.mercadolibre.com.co/muñequeras-para-calistenia#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;muñequeras para calistenia;;;;;
conjunto deportivo hombre;https://listado.mercadolibre.com.co/conjunto-deportivo-hombre#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;conjunto deportivo hombre;;;;;
tops deportivos;https://listado.mercadolibre.com.co/tops-deportivos#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;tops deportivos;;;;;
biker mujer conjunto;https://listado.mercadolibre.com.co/biker-mujer-conjunto#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;biker mujer conjunto;;;;;
lycra deportiva natacion;https://listado.mercadolibre.com.co/lycra-deportiva-natacion#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;lycra deportiva natacion;;;;;
guantes under armour;https://listado.mercadolibre.com.co/guantes-under-armour#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;guantes under armour;;;;;
lycra deportiva corta mujer;https://listado.mercadolibre.com.co/lycra-deportiva-corta-mujer#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;lycra deportiva corta mujer;;;;;
listado medias antideslizantes para pilates;https://listado.mercadolibre.com.co/listado-medias-antideslizantes-para-pilates#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;listado medias antideslizantes para pilates;;;;;
pantalon deportivo hombre;https://listado.mercadolibre.com.co/pantalon-deportivo-hombre#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;pantalon deportivo hombre;;;;;
jojo bizarre adventure sudadera con capucha manga clasica;https://listado.mercadolibre.com.co/jojo-bizarre-adventure-sudadera-con-capucha-manga-clasica#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;jojo bizarre adventure sudadera con capucha manga clasica;;;;;
pack x3 camisetas deportivas;https://listado.mercadolibre.com.co/pack-x3-camisetas-deportivas#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;pack x3 camisetas deportivas;;;;;
sudaderas dama;https://listado.mercadolibre.com.co/sudaderas-dama#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;sudaderas dama;;;;;
ropa deportiva hombre;https://listado.mercadolibre.com.co/ropa-deportiva-hombre#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;ropa deportiva hombre;;;;;
sudadera hombre;https://listado.mercadolibre.com.co/sudadera-hombre#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;sudadera hombre;;;;;
sudadera;https://listado.mercadolibre.com.co/sudadera#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;sudadera;;;;;
sudadera mujer;https://listado.mercadolibre.com.co/sudadera-mujer#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;sudadera mujer;;;;;
sudaderas mujer;https://listado.mercadolibre.com.co/sudaderas-mujer#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;sudaderas mujer;;;;;
lycra hombre;https://listado.mercadolibre.com.co/lycra-hombre#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;lycra hombre;;;;;
licras deportivas mujer;https://listado.mercadolibre.com.co/licras-deportivas-mujer#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;licras deportivas mujer;;;;;
sudaderas;https://listado.mercadolibre.com.co/sudaderas#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;sudaderas;;;;;
ropa deportiva;https://listado.mercadolibre.com.co/ropa-deportiva#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;ropa deportiva;;;;;
sudaderas para hombres;https://listado.mercadolibre.com.co/sudaderas-para-hombres#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;sudaderas para hombres;;;;;
licras deportivas;https://listado.mercadolibre.com.co/licras-deportivas#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;licras deportivas;;;;;
enterizos deportivos mujer;https://listado.mercadolibre.com.co/enterizos-deportivos-mujer#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;enterizos deportivos mujer;;;;;
ropa gym hombre;https://listado.mercadolibre.com.co/ropa-gym-hombre#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;ropa gym hombre;;;;;
lycra deportiva hombre;https://listado.mercadolibre.com.co/lycra-deportiva-hombre#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;lycra deportiva hombre;;;;;
short deportivo;https://listado.mercadolibre.com.co/short-deportivo#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;short deportivo;;;;;
licras deportivas hombre;https://listado.mercadolibre.com.co/licras-deportivas-hombre#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;licras deportivas hombre;;;;;
sudadera adidas hombre;https://listado.mercadolibre.com.co/sudadera-adidas-hombre#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;sudadera adidas hombre;;;;;
sudaderas para ninos;https://listado.mercadolibre.com.co/sudaderas-para-ninos#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;sudaderas para ninos;;;;;
sudadera para mujer;https://listado.mercadolibre.com.co/sudadera-para-mujer#trend;2022-08-26;Colombia;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;sudadera para mujer;;;;;
pants niño;https://listado.mercadolibre.com.mx/pants-niño#trend;2022-08-26;Mexico;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;pants niño;;;;;
gym shark mujer;https://listado.mercadolibre.com.mx/gym-shark-mujer#trend;2022-08-26;Mexico;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;gym shark mujer;;;;;
vanquish fitness;https://listado.mercadolibre.com.mx/vanquish-fitness#trend;2022-08-26;Mexico;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;vanquish fitness;;;;;
pans mujer;https://listado.mercadolibre.com.mx/pans-mujer#trend;2022-08-26;Mexico;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;pans mujer;;;;;
crop top deportivo mujer;https://listado.mercadolibre.com.mx/crop-top-deportivo-mujer#trend;2022-08-26;Mexico;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;crop top deportivo mujer;;;;;
ropa para gym hombre;https://listado.mercadolibre.com.mx/ropa-para-gym-hombre#trend;2022-08-26;Mexico;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;ropa para gym hombre;;;;;
ropa gym;https://listado.mercadolibre.com.mx/ropa-gym#trend;2022-08-26;Mexico;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;ropa gym;;;;;
playera under armour;https://listado.mercadolibre.com.mx/playera-under-armour#trend;2022-08-26;Mexico;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;playera under armour;;;;;
pants deportivo hombre;https://listado.mercadolibre.com.mx/pants-deportivo-hombre#trend;2022-08-26;Mexico;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;pants deportivo hombre;;;;;
conjuntos deportivos dama;https://listado.mercadolibre.com.mx/conjuntos-deportivos-dama#trend;2022-08-26;Mexico;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;conjuntos deportivos dama;;;;;
ropa deportiva dama;https://listado.mercadolibre.com.mx/ropa-deportiva-dama#trend;2022-08-26;Mexico;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;ropa deportiva dama;;;;;
pants dama;https://listado.mercadolibre.com.mx/pants-dama#trend;2022-08-26;Mexico;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;pants dama;;;;;
ropa deportiva hombre;https://listado.mercadolibre.com.mx/ropa-deportiva-hombre#trend;2022-08-26;Mexico;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;ropa deportiva hombre;;;;;
pans hombre;https://listado.mercadolibre.com.mx/pans-hombre#trend;2022-08-26;Mexico;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;pans hombre;;;;;
pans dama;https://listado.mercadolibre.com.mx/pans-dama#trend;2022-08-26;Mexico;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;pans dama;;;;;
pants;https://listado.mercadolibre.com.mx/pants#trend;2022-08-26;Mexico;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;pants;;;;;
pans;https://listado.mercadolibre.com.mx/pans#trend;2022-08-26;Mexico;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;pans;;;;;
licras mujer;https://listado.mercadolibre.com.mx/licras-mujer#trend;2022-08-26;Mexico;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;licras mujer;;;;;
licras hombre;https://listado.mercadolibre.com.mx/licras-hombre#trend;2022-08-26;Mexico;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;licras hombre;;;;;
ropa gym mujer;https://listado.mercadolibre.com.mx/ropa-gym-mujer#trend;2022-08-26;Mexico;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;ropa gym mujer;;;;;
lycra deportiva hombre;https://listado.mercadolibre.com.mx/lycra-deportiva-hombre#trend;2022-08-26;Mexico;Ropa y Accesorios;Ropa Deportiva;;;2022-08-22;lycra deportiva hombre;;;;;
